chrY	356	0.00
chrY	355	0.00
chrY	354	0.00
chrY	353	0.00
chrY	352	0.00
chrY	351	0.00
chrY	350	0.00
chrY	349	0.00
chrY	348	0.00
chrY	347	0.00
chrY	346	0.00
chrY	345	0.00
chrY	344	0.00
chrY	343	0.00
chrY	342	0.00
chrY	341	0.00
chrY	340	0.00
chrY	339	0.00
chrY	338	0.00
chrY	337	0.00
chrY	336	0.00
chrY	335	0.00
chrY	334	0.00
chrY	333	0.00
chrY	332	0.00
chrY	331	0.00
chrY	330	0.00
chrY	329	0.00
chrY	328	0.00
chrY	327	0.00
chrY	326	0.00
chrY	325	0.00
chrY	324	0.00
chrY	323	0.00
chrY	322	0.00
chrY	321	0.00
chrY	320	0.00
chrY	319	0.00
chrY	318	0.00
chrY	317	0.00
chrY	316	0.00
chrY	315	0.00
chrY	314	0.00
chrY	313	0.00
chrY	312	0.00
chrY	311	0.00
chrY	310	0.00
chrY	309	0.00
chrY	308	0.00
chrY	307	0.00
chrY	306	0.00
chrY	305	0.00
chrY	304	0.00
chrY	303	0.00
chrY	302	0.00
chrY	301	0.00
chrY	300	0.00
chrY	299	0.00
chrY	298	0.00
chrY	297	0.00
chrY	296	0.00
chrY	295	0.00
chrY	294	0.00
chrY	293	0.00
chrY	292	0.00
chrY	291	0.00
chrY	290	0.00
chrY	289	0.00
chrY	288	0.00
chrY	287	0.00
chrY	286	0.00
chrY	285	0.00
chrY	284	0.00
chrY	283	0.00
chrY	282	0.00
chrY	281	0.00
chrY	280	0.00
chrY	279	0.00
chrY	278	0.00
chrY	277	0.00
chrY	276	0.00
chrY	275	0.00
chrY	274	0.00
chrY	273	0.00
chrY	272	0.00
chrY	271	0.00
chrY	270	0.00
chrY	269	0.00
chrY	268	0.00
chrY	267	0.00
chrY	266	0.00
chrY	265	0.00
chrY	264	0.00
chrY	263	0.00
chrY	262	0.00
chrY	261	0.00
chrY	260	0.00
chrY	259	0.00
chrY	258	0.00
chrY	257	0.00
chrY	256	0.00
chrY	255	0.00
chrY	254	0.00
chrY	253	0.00
chrY	252	0.00
chrY	251	0.00
chrY	250	0.00
chrY	249	0.00
chrY	248	0.00
chrY	247	0.00
chrY	246	0.00
chrY	245	0.00
chrY	244	0.00
chrY	243	0.00
chrY	242	0.00
chrY	241	0.00
chrY	240	0.00
chrY	239	0.00
chrY	238	0.00
chrY	237	0.00
chrY	236	0.00
chrY	235	0.00
chrY	234	0.00
chrY	233	0.00
chrY	232	0.00
chrY	231	0.00
chrY	230	0.00
chrY	229	0.00
chrY	228	0.00
chrY	227	0.00
chrY	226	0.00
chrY	225	0.00
chrY	224	0.00
chrY	223	0.00
chrY	222	0.00
chrY	221	0.00
chrY	220	0.00
chrY	219	0.00
chrY	218	0.00
chrY	217	0.00
chrY	216	0.00
chrY	215	0.00
chrY	214	0.00
chrY	213	0.00
chrY	212	0.00
chrY	211	0.00
chrY	210	0.00
chrY	209	0.00
chrY	208	0.00
chrY	207	0.00
chrY	206	0.00
chrY	205	0.00
chrY	204	0.00
chrY	203	0.00
chrY	202	0.00
chrY	201	0.00
chrY	200	0.00
chrY	199	0.00
chrY	198	0.00
chrY	197	0.00
chrY	196	0.00
chrY	195	0.00
chrY	194	0.00
chrY	193	0.00
chrY	192	0.00
chrY	191	0.00
chrY	190	0.00
chrY	189	0.00
chrY	188	0.00
chrY	187	0.00
chrY	186	0.00
chrY	185	0.00
chrY	184	0.00
chrY	183	0.00
chrY	182	0.00
chrY	181	0.00
chrY	180	0.00
chrY	179	0.00
chrY	178	0.00
chrY	177	0.00
chrY	176	0.00
chrY	175	0.00
chrY	174	0.00
chrY	173	0.00
chrY	172	0.00
chrY	171	0.00
chrY	170	0.00
chrY	169	0.00
chrY	168	0.00
chrY	167	0.00
chrY	166	0.00
chrY	165	0.00
chrY	164	0.00
chrY	163	0.00
chrY	162	0.00
chrY	161	0.00
chrY	160	0.00
chrY	159	0.00
chrY	158	0.00
chrY	157	0.00
chrY	156	0.00
chrY	155	0.00
chrY	154	0.00
chrY	153	0.00
chrY	152	0.00
chrY	151	0.00
chrY	150	0.00
chrY	149	0.00
chrY	148	0.00
chrY	147	0.00
chrY	146	0.00
chrY	145	0.00
chrY	144	0.00
chrY	143	0.00
chrY	142	0.00
chrY	141	0.00
chrY	140	0.00
chrY	139	0.00
chrY	138	0.00
chrY	137	0.00
chrY	136	0.00
chrY	135	0.00
chrY	134	0.00
chrY	133	0.00
chrY	132	0.00
chrY	131	0.00
chrY	130	0.00
chrY	129	0.00
chrY	128	0.00
chrY	127	0.00
chrY	126	0.00
chrY	125	0.00
chrY	124	0.00
chrY	123	0.00
chrY	122	0.00
chrY	121	0.00
chrY	120	0.00
chrY	119	0.00
chrY	118	0.00
chrY	117	0.00
chrY	116	0.00
chrY	115	0.00
chrY	114	0.00
chrY	113	0.00
chrY	112	0.00
chrY	111	0.00
chrY	110	0.00
chrY	109	0.00
chrY	108	0.00
chrY	107	0.00
chrY	106	0.00
chrY	105	0.00
chrY	104	0.00
chrY	103	0.00
chrY	102	0.00
chrY	101	0.00
chrY	100	0.00
chrY	99	0.00
chrY	98	0.00
chrY	97	0.00
chrY	96	0.00
chrY	95	0.00
chrY	94	0.00
chrY	93	0.00
chrY	92	0.00
chrY	91	0.00
chrY	90	0.00
chrY	89	0.00
chrY	88	0.00
chrY	87	0.00
chrY	86	0.00
chrY	85	0.00
chrY	84	0.00
chrY	83	0.00
chrY	82	0.00
chrY	81	0.00
chrY	80	0.00
chrY	79	0.00
chrY	78	0.00
chrY	77	0.00
chrY	76	0.00
chrY	75	0.00
chrY	74	0.00
chrY	73	0.00
chrY	72	0.00
chrY	71	0.00
chrY	70	0.00
chrY	69	0.00
chrY	68	0.00
chrY	67	0.00
chrY	66	0.00
chrY	65	0.00
chrY	64	0.00
chrY	63	0.00
chrY	62	0.00
chrY	61	0.00
